id,text,label
16085,@AyMrCarter niggas be on pussy shit,1
16086,"Why yes, functioning tho RT @blaaksuedepumps: Are you retarded?",1
16087,""" i spend my money how i want bitch its my business """,1
16088,Stupid teabagger restaurant making customers pay 'Minimum Wage Fee' http://t.co/gJKXmzIIzS,0
16089,@JaiBrooks1 faggot,0
16090,&#8220;@xo_omiexo: not one single bone in my body gives a fuck about what the next bitch thinks. &#128581;&#128564;&#8221;,1
16091,Oh I forgot we lived in the ghetto....#hoodrats,2
16092,This bitch in here putting long lashes on like a 3abde,1
16093,RT @BasedLordJesus: Try to crucify me and we tweakin hoe http://t.co/zoYZ9pc1EH,1
16094,@ViVaLa_Ari smh what's wrong wit u ho,1
16095,@kieffer_jason bitch you are not funny stfu talking to me what part of that do you not understand?,1
16096,RT @drunksixthgrade: 7th grade bitches &lt;3 http://t.co/USAEZLCs5v,1
16097,"RT @greco_joel: Me: let's try a 2nd attempt of my first day of work
The cold: haha yeah right I fucked your car and your bitch",1
16098,@Mightyy23 well I for damn sure ain't putting on no pussy ass romo jersey,1
16099,I'm a dope ass nigga n these bitches OD,1
16100,RT @Bugalou_: Y'all hoes would never get under my skin !!,1
16101,We in this bitch!!! http://t.co/jKqld5vodm,1
16102,@Versanche only faggots drive stick,0
16103,Going up to the view point and seeing star child..... What the monkey,2
16104,I'll have these bitches havin baby's every week,1
16105,' Up runnin these 2K fades with ma niggah Tyreon &#1043323;&#1043359; Leo KO'd lmfaoo,1
16106,really tired of having a constant bitch face,1
16107,#milesthompson #goauche #wetback #ca http://t.co/g3Ze8bqLPG,0
16108,RT @walshnyc: Which World Cup Teams Are Jihadis Rooting For? http://t.co/ecU754zHKk @versharma @vocativ http://t.co/8z0B7ocMqP,2
16109,Latina bitches only,1
16110,chill bitch http://t.co/baxiffkD9w,1
16111,"I'm out ""@VandalSavage_: Slipping mollies in the Jell-O RT @80sbaby4life: Cosby out here fucking bitches with pudding pops lmao""",1
16112,Nobody wit me im on all alone shit so dont think im actin funny when im in my zone bitch,1
16113,@WendyDavisTexas hey Windy! Does your dildo take out the trash for you? Buzzzzz,1
16114,"RT @MrNBAallday: Kobe calls Dwight Howard a ""bitch ass nigga"" &#128514;&#128514;

https://t.co/9l5E8kKW7D",1
16115,Oh shit! &#128557;&#128128; RT @ImDatNigga_Jack: &#8220;@Sherman_King: Dallas trash.&#8221; Your hairline is trash,1
16116,RT @Jay_Tee92: &#8220;@armani_bliss: this ghetto jeopardy shit wack. &#128533;&#8221;,1
16117,&#8220;@JoeBudden: The bad bitches are only bad until they start talking anyway.&#8221; He Preaching,1
16118,Someone tell this bitch to stfu,1
16119,"RT @ParkerHouk1: If I could be anywhere on earth right now, you know it would be Yankees Stadium",2
16120,"I'm not weird, you're just a faggot",0
16121,we'ont get head from hoes wit overbites..,1
16122,"@BryanStars ATL, BVB, SWS, PTV, THE RELAPSE SYMPHONY, SET IT OFF, FAREWELL, MY LOVE, MAYDAY PARADE, FOB, PARAMORE, etc",2
16123,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Desi | Spicy Oriental Paki Brunette sucks an un http://t.co/OrP642PomF",1
16124,"You ever see bitches comment on a vine like ""oh my god, that's me!"" Knowin damn well she would neva do some shit like that lmfaaoo",1
16125,RT @_ConnerJay: Ho ho ho bitches Merry 4 months-ish until Christmas. http://t.co/4JCiu8vHzV,1
16126,&#8220;@crystalinag: finger a bitch w/ my trigger finger&#8221; nigga shut up,1
16127,RT @JayAllDay612: A hoe is gonna be a hoe no matter what,1
16128,"@EnglishBrit123 sounds like a good idea. But I want my word to be spread. Jews, niggers and commies alike.",0
16129,"RT @dougIyfe: niggas gon talk, bitches gon hate.",1
16130,If you got a body count already in 2014 you can't talk about anybody being a hoe,1
16131,Wrote the absolute worst paper of my life last week and still got a B+. Gotta love taking freshman English #retards,1
16132,RT @PapiRawAf: Im a pimp tho no limp hoe,1
16133,@TexasHumor drinking a bitch beer outta a badass kuzie,1
16134,#tweetlikelexi Nah we not gonna sit down we gonna walk it out bitch.,1
16135,People who chose the country over the City are miserable trash. They deserve neither respect nor consideration. They are less than scum.,2
16136,"RT @Shaa_Jenkins: If I hit ya nigga , bitch I'm sorry &#128520;&#128526;",1
16137,It's the 21st century ladies SPOIL YOUR MAN. don't be a snotty stuck up bitch.,1
16138,RT @NFL_Memes: Buckwheat and Porky http://t.co/bo96nelS2P,2
16139,Look rich act poor and never trip over a bitch that ain't yours &#128175;,1
16140,@keongetsbitches fag &#128155;,1
16141,So yall hoes still surfboard'n in the tub or nah?,1
16142,"RT @OmarImranTweets: Media be like:

*Muslim whale attacks US Navy*
*Muslim tiger attacks Zookeeper*
*Muslim bird attacks Eiffel Tower*
*Mu&#8230;",2
16143,They have a clumsy bird too lol what is life,2
16144,@TRUESMOKERYFB im coolin you know me same ole shit different day my nig,1
16145,@_xpriceless_ bitch u got me fuckked up go suck lil action whamm like u always do on thursdays and fridays didn't think ik did u,1
16146,RT @inkoverhoes: Ugly bitches like to argue a lot.,1
16147,Im tired of all these weak ass men in my mentions tellin me why it is ok or justified to punch a woman in the face. That shit is bitch made.,1
16148,This is why my mother isn't allowed to make brownies http://t.co/h0cFT5wcBV,2
16149,24_rozay_idgt mad cuz Twan fuck his bitch&#128514; http://t.co/GoyZfOU46I,1
16150,Modern day singers talk about the same shit rappers talk about lol....hoes,1
16151,"I'm a made man, y'all pussy niggas in the middle.",1
16152,"RT @iCumYouLeave: If he asks, ""what you about to do?"" after y'all get done fucking, you a hoe.",1
16153,@Rik_FIair Pusha T and Ye gonna have to write the whole bitch,1
16154,' Being in love stressful ma niggah .,1
16155,"RT @truudayyb: Where'd you get the beauty scar tough guy, eating pussy .. #Scarface",1
16156,@StephyRae7 is the biggest faggot in the world,0
16157,i love bad bitches thats my fucking problem,1
16158,Naw bitch I ain't meek mills http://t.co/wgiLmxT0mc,1
16159,RT @driswitdacake: bitches fwu when they wanna .. ha na bitch not over here,1
16160,"This is fucking trash. RT @DearLeader10: Drake is Jewish too RT @QUEcified: So Young Money is the 3rd Reich now?

https://t.co/DONsGdPTVr",1
16161,RT @WORIDSTARHlPHOP: When a bad bitch asks you to come over http://t.co/f6eXLRZ8Vd,1
16162,"RT @decider: #2 on the field, #1 in our hearts! What if @Yankees star Derek Jeter starred in ""Back to School?"" http://t.co/nSZ6xGjkLV #yank&#8230;",2
16163,RT @FREECEV: we don't love these hoes http://t.co/vWt4i9POc2,1
16164,RT @Broski5519 Lauderdale. . + that's where the hoes at?,1
16165,@delaney_guinan you did a good job doing that to me and not texting back faggot,0
16166,#SplashGang on you pussy n%a'z ay @Benny_Balboa i tried to tell n%a'z!!!,1
16167,NJ-Sole Sole Sauce! Get those soles icy again! http://t.co/kL5KBdIBkh,2
16168,Too many bitches got rabies And I hate a ho hoppin' woman #Stank pussy-poppin' woman,1
16169,Danny Chris and I should not be allowed out in public together #cunts,1
16170,Ladies... LMaooo. . &#171;@cthagod RT if your pussy better than your personality.&#187;,1
16171,RT @phatsyeo215: these bitches ain't real. &#128514;,1
16172,"RT @CloutGod: Horrible rapper #1 Tyga - Most trash rapper ever ""She want a yellow nigga, corn on the cob"" I smacked my mom when I heard him&#8230;",0
16173,RT @_CDiddy: Hate to break the news but u spam bro RT @MojoGreen1217: A dyke a tuck her titties in the winter and start calling herself Mr.&#8230;,1
16174,RT @SnipesJr_: Don't fall out wit yo niggas over hoes..,1
16175,"I hate females that push their asses out as they walk. You know you look like a retarded Flamingo, right?",1
16176,@Elvis_NotPresly I gt android dmt kno whats in that box my nig,1
16177,&#8220;@HaitianCocaine_: FML &#128545; My period on !&#8221; Can't pop that pussy now huh?,1
16178,"It's weird but I miss Robertson Screwdrivers :( --&gt; From &#8216;toque&#8217; to &#8216;mickey,&#8217; ten Canadianisms :: http://t.co/LUFaCmlo20 via @nationalpost",2
16179,I swear I heard that bitch creak,1
16180,@CinWicked Did you just call My Sweet Baboo a ho?!?!,1
16181,"@datexehmm So bad bitches intimidate you, in other words?",1
16182,Welding with your shirt off is the redneck version of tanning lol,1
16183,"RT @ssbeirne: It's a bird! It's a plane! It's a boat! No...It's, it's... a flying human? #lakeerie #cle http://t.co/TTL10nqBzJ",2
16184,fuzzy socks are the actual life,2
16185,You must be part of the cat family. . Cuz you're a fucking pussy,1
16186,"Then they wanna ask you Maad questions, bitch just tell me what you need me to do and stop interrupting my playlist",1
16187,Reading the ut sexual assault case takes me back 2 college.I'll never forget D Walk would say dont run trains on them hoes.Straight Trouble,1
16188,Rudy Throws Fastballs Near Charlie&#8217;s Chin..(No Sweat) Crist Ducking Giuliani Campaign Politics In Florida! DoG http://t.co/EJpdwlS5qj&#8217;s-chin,2
16189,The baddest bitch is back on chestnut! @ryancommakerry #welcomehome,1
16190,"RT @HeisNotAllowed: My boyfriend isn't allowed to give a girl his jacket. That hoe knows damn well what channel the weather is on, she cou&#8230;",1
16191,@FOLLOWNOVA Yooo I was thinking bout that the other day lol.. You only really speaking of one person my niggah,1
16192,"Word RT @Maxin_Betha: And pussy RT @HumbltonBanks And snacks RT @Aerin_Marie: Ladies, keep beer (cont) http://t.co/ssb5ERhd",1
16193,Can't fuck with a coon ass girl bruh,1
16194,If she ain't yo lady u better not text her ass good morning quit treating these side hoes like wifey material,1
16195,It's no wonder my titanium ankle is killing me. Woo retarded 'winter' weather! #texas #weather http://t.co/rrKxBwG1u4,1
16196,RT @HannahPike_: I think I'm addicted to naked pictures and sit talking bout bitches that we almost had&#127911;,1
16197,RT @lnsaneTweets: I'm such a sarcastic bitch its beautiful,1
16198,"Aghh! I took my 15minute break to relax for a bit, not to here this bitch yell&amp;complain! &#128530;",1
16199,Niggas see you wit da yellow dey wanna hit you up &#128530;,1
16200,RT @IcySoleOnline: Should of been a cork sole RT @Johnny_Blaz3: why is there no cork on the WTL XI?,2
16201,If this bitch hangs up on me one more time....,1
16202,"I got a something that pays me 2 Hunnit every week , only real bitches kno how to manage money &#9829;",1
16203,aka don't ignore me bitches,1
16204,@Viri_BraceFacee was good my niggah lol,1
16205,"Sorry Sam, I went to @elonuniversity RT @wulfpacksam83: Is wes durham woody durham son???? If so, why is that tar baby doing a PACK game.",2
16206,RT @0_oitsCRUNCH: Def a whiny bitch RT @manddddddd: &#8220;@LawsOfSex: A girl who cries is a girl who cares.&#8221; Or a whiny bitch,1
16207,"RT @WhenRapperSaid: When Tupac said ""I ain't a killer but don't push me, revenge is the sweetest joy next to getting pussy"" http://t.co/pto&#8230;",1
16208,"""@KingTeej_: Ol dirty foot ass bitches.."" this was too funny to me.",1
16209,"RT @reshell_: ""@1inkkofrosess: My ears look good &#128525;&#128525;&#128525;&#128525;&#128540;&#128541;&#128513; http://t.co/fP3R6mkBaC""bsa hoe in yo background",1
16210,"""@FunnyPicsDepot: this the ""I play soccer, cheat on girls, and wear khaki coloured cargos"" haircut http://t.co/ZUai7qWBIR"" &#128514; yup",2
16211,"RT @therealelp: from @CNN tonight: "" N word or cracker...which is more offensive?"". probably the one you won't spell out, you fucking hacks&#8230;",1
16212,All a nicca need is time .. #BePatient,1
16213,These chicks use what they got to get what they want. Bunch of Ronnie &amp; Trickz ass hoes.,1
16214,"RT @gmaslsk: Oh BO-stop with the speech-like you give one tinkers damn about the kids,the poor,any of the crap you are spouting-you've prov&#8230;",1
16215,@RickiRoma bitch watch ya tone before I drag you to the recycling bin you bitch ass nigga. You gon end up like limewire ol .exe ass nigga,1
16216,you can't cuff a hoe lmao,1
16217,happy birthday to @KTo40 love ya bitch&#128149;&#127881; we were cute back in 2012 and we still are http://t.co/CGT4FKr2yx,1
16218,"K dude seriously I'm not retarded, so stop talking to me like I am or I'll start being retarded and make you change my drool cup",1
16219,"why even get pregnant by someone that isn't an never will be fit to be a dad, smh stupid stupid hoes",1
16220,I need a bitch,1
16221,Dumb ass hoe,1
16222,@megynkelly next you could ask the grand wizard of the #kkk why so many are intolerant this poor soul's views. #cunt #tcot #frc #p2 #foxnews,1
16223,Damn Kaepernick is trash man,1
16224,...if Amber Rose can rock a bald head and a bald pussy then motherfucker so can I.,1
16225,@pontotoc2 Aren't they the best? There story is here: http://t.co/Hs3nIFMueK. Now it's time to visit our yellow friends at @21cCincinnati!,2
16226,RT @drunksixthgrade: dont mind me im just over here tryin to teach ur bitch how to dougie,1
16227,"RT @GrownAssMidget: I&#8217;m a bitch? You&#8217;re a bitch. Your mom&#8217;s a bitch for having a bitch, your dad&#8217;s a bitch for fucking a bitch. Now who&#8217;s t&#8230;",1
16228,RT @TrentSkii_Baby: &#8220;@1017_Sqquad: 90 percent yo bitch with me 100 percent that scrap with me&#8221;,1
16229,"RT @Ms_SadaClay: No thanx, I'm on a diet RT&#8220;@viaNAWF: &#127850; RT @Ms_SadaClay: I love salad RT&#8220;@viaNAWF: Anyway fuck you hoes, eat a salad.&#8221;&#8221;",1
16230,these hoes #superweak,1
16231,"Yost on Portsmouth ""this is the biggest white trash county in the nation"" #YostKnowsMost @iDOWNTOWN",0
16232,Horny called me asking her to buy her a drink this morning and then this jiggaboo walks in WITH A SONIC DRINK IN HER HAND #DONE,2
16233,RT @10milekid: Hahahaha basic bitches so funny,1
16234,@grrizzIy @YUNGxSMBA the only place for a ho in the garden,1
16235,@quilzel That's how rednecks eRecycle. http://t.co/6LRXIqSi8B,1
16236,"&#8220;@NoChillPaz: White kids favorite activities
1. Calling people ""niggers"" on Xbox
2.fucking their pet
3. Shooting up their school&#8221;",0
16237,Eat my dick bitch,1
16238,"' If I ever put my trust ina bitch , I'll always be hurt &#1041204;&#1041204; .",1
16239,@Taylor_1017 faggot,0
16240,RT @lucybeeee: &#8220;i hate when i lose something and my mom says &#8220;well i guess it wasn't that important&#8221; like bitch you lost me in a grocery st&#8230;,1
16241,&#128553;&#128557; RT @KingHov1313: Fox8 got dem bitches huh!&#128588;&#128588;&#128588;&#128588;&#128588;&#128588;,1
16242,@JoeDouglas1 sit down and stfu raghead @Darknight420 @hajihuntingpat,0
16243,@SuckMyBenjamin &#128514;&#128514;dem hoes twatchin right nie dey need uh answer,1
16244,My nig kkeldalegend took me out for some more of that good old New Orleans soul food! http://t.co/vCBKAcQBHV,2
16245,RT @yendys45: And @xDSmooth fell in love with pussy he never even got....,1
16246,@Oreo @NHL if u zoom in you can see his hairy nipples,1
16247,"In the words of lil Debbie ""I'm that bitch""",1
16248,"Good day, honkies.",1
16249,@britneyspears not that it matters but im proud of ur little ass! im n old southern bitch. hang n there baby!,1
16250,Just cleaned this bitch. #BoyfriendsTruck #Clean #InsideAndOut #Ram1500 #TookForever #NoFliter&#8230; http://t.co/Bvb0LRisHY,1
16251,@nsanemujer @surfboard101 fuck you both bitches.,1
16252,RT @Smokinonkaya_: She said I hurt her feelings now she dating dykes..,1
16253,Those guys are the definition of white trash,0
16254,Your pathetic plan failed. Enjoy my phone you fucking monkey. Let me see your ass at Benton park. You wanna talk shit I'll carve your face.,0
16255,"I'm not defending Ray Rice but that double standard is a bitch, ain't it http://t.co/PlKFb3LNEM",1
16256,RT @femaleproblems: u may think im a bitch but as soon as you get to know me u realize that first impressions are right and i am a bitch,1
16257,"RT @BrosConfessions: ""If you are nice girls, they will be bitches to you. If you are an asshole, girls will want your dick. #womanlogic""",1
16258,I beg to differ on that lip bittin shit. Dis bitch bit my lip nd tried to suck my blood. Aint shit sexy about that,1
16259,Ya bitch wnna ride with me,1
16260,And you kno we the opposite of down bitch we up http://t.co/qkFYwnFZqu,1
16261,RT @CuhCuhCuh: Hoes is Hoes niggas be mad cuhz they be tryna cuff the hoes cuh,1
16262,i just realized me and @DirkAlisic have been talking shit to each other nonstop for the past 48 hours. stop texting me bitch.,1
16263,@IvetteBrianna_ fag,1
16264,@alexxx_carr18 bitch what?,1
16265,RT @AdolfNiggler: when an ugly bitch tells me to text her http://t.co/060glx19oR,1
16266,I'm Pregnant Charlie Brown! #WorstPeanutsSpecialEver,2
16267,Yeah bitches. You know he was hot shit back in the day http://t.co/z9cGLJTKow,1
16268,@fennecuskitsune you've got no sole,2
16269,"RT @TrapicalGod: If she has ""You know my name not my story"" in her bio you know she a hoe",1
16270,Now you're drinking till you're unconscious. Feel me when you get a fine bitch.,1
16271,Heres a thought you dont have a valentine bc your a mean ugly bitch haha,1
16272,RT @___iv: &#8220;@CamoQuay: Bro even with uno webo I still get more pussy than you &#128586;&#8221; &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;,1
16273,"@J_Kwest No, Cpt Commando is a hoe and a cocksucker",1
16274,@Fardousaa becuz no man should celebrate his bday at a drreams #faggot,0
16275,I'm Hun-gry,2
16276,Ketchup on tha beat hoe,1
16277,Should I expect good pussy or good but not good for you pussy from a Tampico drinker?,1
16278,RT @Jayy_Gee96: Dumb bitches,1
16279,RT @RickyNgan: Y'all hoes ain't slick,1
16280,@hxhsharingan666 did you make an animal cracker taco,2
16281,&#8220;@mikeceeno: Just seen 2 pregnant bitches fight&#8221; did the look like sumo wrestlers?,1
16282,"&#8220;@kaitlinfryer: Big oleeeee middle finger, bitch.&#8221;",1
16283,Woman have staring problems just as much as men..Talking all this mumbo jumbo about men..I just give them retarded faces or ignore them..,1
16284,waaaaay too many niggas comfortable wit dressing up like ugly bitches for IG likes an re-posts....,1
16285,"RT @PlMPCESS: A silent protest in Philadelphia, performance artists protest the murder of Mike Brown while passerby's mock it. http://t.co/&#8230;",2
16286,Why tf are girls still virgins ????????? We only got 2 months to live bitch you better throw that ass back,1
16287,"RT @WifiAndPorn: The fuck? RT @llAboutBenji: I asked this bitch if she was having a good day, and the bitch said ""stop being weird"" im conf&#8230;",1
16288,"RT @CrittaMo: I'm getting tired of these same ol no hope broke bitches! No job, all they wanna do is twerk and smoke Swishers",1
16289,How y'all associate or even entertain that bitch ass nigga is beyond my comprehension,1
16290,@Rocko4Real is one of the rawest niccas doin dis shit!,1
16291,"""@socass_: Dude remember this wop video? @00sexilexi00 http://t.co/P3HEuBOQBu"" OMG WHERE DID YOU FIND THAT",2
16292,Niggas is hoes #OnHere and in real life too....,1
16293,"@Jobbe03 You need to insert a chill pill up your ass. Twice a day until your bitch assness goes away. If the problem persists, see a doctor.",1
16294,RT @Colinfreeze: ISIS Supporters in America: The Jihadis Next Door http://t.co/aiMV7GiB24 @mlnestel @vocativ http://t.co/ajUAU5YwIv,2
16295,RT @CleveSmith: I bet this hoe pussy juices look like spoiled chocolate milk &#128514;,1
16296,RT @TheOrlandoJones: Funny how people who take their fantasy sports leagues very seriously are celebrated while those who play D&amp;D are mock&#8230;,2
16297,hey shawnda.. I'm rich bitch!!,1
16298,"@TMark617 feel same way about New England Patriots &amp; New York Yankees. But unlike u, I've worked in Boston &amp; NYC. Texas prison is upgrade",2
16299,Cause bitch. I rather eat pussy then get mine ate.,1
16300,@OriginvlEpic in the trash,2
16301,@StarIsTheFuture you call @GOPBlackChick house nigger and she's the racist? Fathom the hypocrisy in that statement.,0
16302,We're a good match cuz we both retarded...n weed,1
16303,"Kevin hart 4""8 bitch",1
16304,RT @YunGMiGo: &#128557;&#128557;&#128557;&#128514;&#128514;RT @Shane_A1: I done went wit a hoe before frfr so who am I to judge,1
16305,"Oh you want pho? Well saimigi is ghetto pho, eat that shit since im broke&#128564;&#128514;",1
16306,Lmfaooo&#8220;@AdrienBroner: Two bad bitches giving me head at the same dam time...... #oldPICS LOL http://t.co/Y4dXfH8nLv&#8221;,1
16307,@AtBlackface @MrMooncricket @UncleUnco @BobbyBotsods @FuckTheMallcops @RacistNegro69 fuck u bitch,1
16308,@elchavaloko what's the difference between the three of the nig Nog's?,1
16309,"RT @rebellious_midy: @wheeler_kashhh lol oh godddddd , bitch is you really coming &amp; how late you gon be lls",1
16310,@p0rnoPuppy He called @waynebrady a nigger,1
16311,RT @BigStaxxBoss: I got 99 problems but a bitch ain't one.. That goes for you bitch niggas too! #RNS,1
16312,"type a bitch make u take her on 10 dates, then she give u da pussya and the shit weak. damn.",1
16313,"RT @HistoryInPics: Allied soldiers mock Hitler atop his balcony at the Reich Chancellery, by Fred Ramage, 1945 http://t.co/hltkroqRys",2
16314,"RT @Libra_DTF: &#8220;@baeElectronica: bitch, bye &#128514; RT @WeAre_XCI: Dawg look at this shit http://t.co/qvqFtO6vUt&#8221; &#128514;&#128514;&#128514;&#128557;&#9996;&#65039;",1
16315,RT @Vacante_: If a girl cant make a decision whether to date you or not tell that bitch to kick rocks.,1
16316,never trust a hoe,1
16317,I gotta bitch to suck my dick till I nut spit it on my gut and slurp that shit back up ain't that a slut,1
16318,I got hoes I got fuckin hoes I got fuckin hoes !!!,1
16319,Quit teasing bitch,1
16320,RT @Doctor_Johnson_: You can't appreciate a woman if you're entertaining hoes.,1
16321,RT @_imREDhoe: heard a bitch say im ugly but ha nigga thank different &#128523; you say you mainline he dont treat me no different &#9996;&#128540;,1
16322,RT @NoMeek_JustMilz: I honestly hate women who bitch &amp; complain about a nigga playing video games when he still makes time for yall...them &#8230;,1
16323,All these so called real niggas and they hoes aint nuttin but some massah luvin uncle toms &amp; aunt jamammi's fakin da funk.,1
16324,"I'm not fuckin wit October She on some new shit , bitch cold",1
16325,Sometimes a bitch needs to struggle to get where she going RT @odotkay: @viaNAWF sometimes. Some shit just an extra $30.,1
16326,"@tranSactionRAP nigga what u talkn bout?? Tell them hoes get on they DJ UNK shit if they ain't sucking, walk it out",1
16327,"curiosity killed the cat, bitches gunna die out here just to see my head game",1
16328,"RT @Zach_Dorsey: Give me three wishes

I wish, I wish, I wish, you would bitch",1
16329,"&#8220;@SimplyHype: @kobebryant shut the fuck up, you fucking trash nigga, work on another ring&#8221; http://t.co/6RleNKR7EE",0
16330,RT @Crimefetish: But bitches do that too http://t.co/KWFRABGuwj,1
16331,Southwest airlines is like driving in a mini van with your white trash cousins who love to huff paint thinner before before working.,0
16332,RT @Phuneas: Going as Candace for Halloween lmao ugly bitch,1
16333,@radar_online to HELL with the plasticassed bitch!!,1
16334,RT @_IBeKev: Throw me a blunt bitch,1
16335,@efethegoddess The shirt trash &#128546; and I'm leaving your room a mess &#128522;,2
16336,"Hoi, fai moke hau!!!!",2
16337,RT @bbcwhorship: &#8220;@bored_rappers: http://t.co/ZFicQYS3Dy&#8221; I want to be filled with hot nigger seed,1
16338,RT @LILBTHEBASEDGOD: ultimate bitch mixtape is done!!! words from Lil B!! - Lil B,1
16339,CAIR Publishes a Hit List for Jihadis http://t.co/hvVfXypmHm via @RealJTP If you are a red blooded #American you may be on the list..,2
16340,"RT @KermitIsASnitch: You always say we dont love these hoes, yet yo girl a hoe... http://t.co/EuoOl79WDQ",1
16341,@megalexatron trash about us and your from another conference- you can say goodbye,2
16342,@CiscoAllDay and btw don't ever bring up past hoes wit yo ol lady I took that L in HS tryna be semi honest smh,1
16343,This side hoe main chick talk is disgusting. Get a life man,1
16344,"RT @sugaarCanee: Hoes be like ""go talk to one of your hoes"".... I be like ""you are one of my hoes""",1
16345,@AnastasiaPacana Iheinz201 stfu! she thinks your ugly and hard to look at! get the fuck out of chat faggot before i block you Oct 30th 1am,1
16346,"My job some hoes, how you gonna call at 7:34 talking bout come to work at 8 &#128530; ummm no I'm staying in bed.",1
16347,&#8220;@MajorSlander One last shot at this love shit then I'm dogging you hoes&#8221; #Drakelistener,1
16348,RT @Gavin_McInnes: Asking the gov't to cure healthcare is like asking retards to cure down's.,1
16349,&#128553;&#128553;&#128514;&#128557;&#128557; RT @Eb_Reloaded: @11wdNICK @KingHov1313 swear to God bitch I'm bouta delete my twitter account http://t.co/YPi52s4dtC,1
16350,Going to get my ID today fucking finally I'll see you retards soon,1
16351,Yo bitch go wild more miles on her pussy then my car do,1
16352,RT @sorryimalex: &#8220;@lametears: i only rted alex ramos aka trash to gain followers&#8221; #vote5sos,2
16353,RT @AllKnowA: We all know a bitch named Natalie,1
16354,Ball is life? No bitch bench is life &#128075;,1
16355,@T_FLYE he killed that hoe though,1
16356,"""@molssyo: Lifes a bitch, and then you die 
Thats why we get high, cause you neva know when you're gonna go"" my sister is perfect (:",1
16357,@HuffingtonPost the little cunt can just die for all I care!,1
16358,RT @FREDOSANTANA300: I fucked yo bitch don't get mad it's nothing new I fuck everybody's bitch #TheseThotsAreForEveryone,1
16359,@AlfieHeydrich Seen a pic of nigs robbing a store. Caption said(protesting gos on in Fergerson). Lol. I don't like pigs either but wtf!,1
16360,"@JHannahhh oh you mean Noah zimmerman's cute ass &#128525;. I mean he should, he talks to his hoes all day everyday . &amp; his girl Courtney &#128514;&#128564; sooo",1
16361,My neighbors hate me cuz i smoke weed and blast the most ghetto music from my room.,1
16362,Last year I cuffed that bitch well now its ovaaaaaa,1
16363,All I did was said her weed was trash,2
16364,Worlds biggest faggot lol,0
16365,Ask your bitch about me she turns into dori. &#128032;,1
16366,Bout to make some brownies in a few.,2
16367,"""You and yo boys some pussy cats.""",1
16368,RT @daniellecarr01: Where all my @Yankees fans?? #ny #yankees #VictoriaSecret #fitness http://t.co/IBNLKWuUNS,2
16369,"@_IamQuiNichole &#128514;&#128514;&#128514; it's a song, ion kno y he referred to his future wife as a bitch",1
16370,RT @CauseWereGuys: Texting bitches at 11:12 to make their dreams come true,1
16371,@_XoXoKelsey_ hell naw fuck them bitches serves them right,0
16372,"ima beast dese niggas food so ima jus eat dat, if dat pussy bad big poppa gon beat dat",1
16373,RT @LilTreProd: Why bitches brag about being crazy like that's cute? That's like a nigga bragging about how abusive he is,1
16374,feel like im at home when im in dis bitch,1
16375,"RT @alexiswoa_: "" now i know why niggas have sides, my bitch boring """,1
16376,"Give me 3 wishes, I wish, I wish, I wish you would bitch.",1
16377,"RT @RJakaGunner: y'all so quick to say people ""worship"" celebrities. bitch, i love beyonc&#233;, her talent, her legacy and what she stands for &#8230;",1
16378,niggas &amp; bitches dating ugly niggas &amp; hoes kuz they can trust em then they cheat w/ the elite hoes &amp; niggas ...&#128514;&#128514;&#128514;,1
16379,"&#8220;@dnumberbefore2: &#8220;@Vice504fly: @dnumberbefore2 u a regular nig, u played out b&#8221; lol ima b Ig famous&#8221;these days that counts for somethin",0
16380,RT @BriannDominguez: Don't unfollow I got the app bitch,1
16381,"You are a BOY you DONT say ""clutch"" fag ass. That's that bitch shit lingo tf.",1
16382,"""Imma tie that bitch up in the basement and donkey-fuck her ass for two weeks straight"" hahahahahahahahaha #50centmovie #beforeiselfdestruct",1
16383,@AwiLL_2RECKLESS bruh did go out like a bitch thoe lol that should not be his final match,1
16384,RT @JazzRiley: If a hoe give my lil Sista a eye like that she betta call me so we can go jump the bitch &#128514;&#128514;&#128514;&#128514;&#128514;,1
16385,"Be a girl with a mind, a bitch with an attitude and a lady with class.",1
16386,"RT @D_41395: And I aint got time for bitches , gotta keep my mind on my mothafuckin riches",1
16387,@SAMMI_boyden if we don't hang out until the concert smh ima kill a bitch,1
16388,@apmorales96 gotta keep fighting bro Thea hoes just trying to bring me down. #thestrugle,1
16389,"@daijahshardaee yess bitch cuts, colors, and curls ha self.",1
16390,Being single and not texting no bitches late night almost wacker than coming home after the club drunk and fuckin your girlfriend,1
16391,Fuck that stupid bitch.. &#128530;,1
16392,Falls in that pussy like quick sand &#128524;,1
16393,RT @AlliePeralta: &#8220;@pushaxrocca: smh http://t.co/MCeh9G6rmu&#8221; hoes like this are fucking it up for actual loyal girls smh.,1
16394,"RT @Late___: I dive in tha pussy like...
&#128514;&#128514;&#128514;&#128513;&#128074;&#128175; http://t.co/c4jnQWp9dW",1
16395,You know a bitch mad when she throw her drink &#128514; now she got to find another nigga to buy her another one,1
16396,Fake tits? &#8220;@VelvetHoopD: A hoe??&#8220;@Steph_Badd: Can u guess what I was ? &#8220;@DJZeeti: Twitpic your halloween costumes&#8221; http://t.co/ECs7nlEkKa&#8221;&#8221;,2
